21	0.05899261030474082  0.0252438009627946  -0.04216464244299948  -0.037452930445003474  -0.016109564898066316  0.46672109682860624  -0.2151220901723453  -0.10714227662367627  -0.04983367057642261  0.07762612738678035  0.19101323780574742  -0.13760087637318885  0.01128271471460721  -0.10178460722783983  0.03935554018206544  0.006542122368973177  0.057117282450276446  -0.15104292785466913  0.2598391290300803  -0.059719269077892566  -0.17574944746316062  0.059782260696573435  0.03786204504683169  -0.010187681258184412  -0.10645905078864593  0.1527720070751946  -0.22517889738543514  0.2217079495750335  0.10415443847991822  0.02048020156400218  -0.2769324533943697  0.07099676461288053  -0.20375601070729718  -0.1685234328156774  0.04341291082727558  0.1685074897985083  -0.026688834283683367  -0.03253166844912441  -0.006592197426107561  0.2087376897067219  0.26765676714971653  -0.11169523482033254  -0.19181666606691256  0.044446123566901106  0.10812617283522236
22	0.0593632831368849  0.02508248838244738  -0.04211507016024264  -0.03769750045474193  -0.016017831959263623  0.46542427810801185  -0.2143438113587326  -0.10629176380093402  -0.05022434183507755  0.07843969146249612  0.19160238482819583  -0.13811109225523863  0.01127113976046602  -0.09846420173751258  0.03739763550673564  0.004104892060550336  0.05846785773323822  -0.1516547834332961  0.260390682746307  -0.059805357871006715  -0.1770593579986141  0.060420874196510536  0.03869791202633938  -0.01062353008595296  -0.10668098655271473  0.15287149129740238  -0.22584741729427493  0.22224761449692515  0.10545479781874026  0.01946936484355214  -0.27794619480389704  0.06994808798780745  -0.20394820712324052  -0.16922213665676267  0.044187690935307396  0.16867883939074443  -0.02665549585434217  -0.03228757370899262  -0.0068765600590145835  0.20828703415489025  0.26699726493495596  -0.11125912029209206  -0.19134862271053826  0.04407067382571473  0.10763834013262838
23	0.059207116440094326  0.025406387693225087  -0.04170067073442022  -0.03794831950977431  -0.0159706651534218  0.4638697416058682  -0.21335751621159868  -0.10507236570177675  -0.05093130429366291  0.07836812927400509  0.19200503521912124  -0.1388658539385395  0.011577235119178545  -0.09528514629285109  0.035343075047549896  0.0002707911596885273  0.06137777980163553  -0.15207609372680017  0.2610508720179435  -0.060049695005163314  -0.17816967339789294  0.061049117593009794  0.04025370558284611  -0.011835704909921778  -0.10718476180171822  0.15288968724122923  -0.2262247905729244  0.22262991339032442  0.10670632237816322  0.018362590999841666  -0.2787635357629881  0.06959805251418816  -0.20446885172648077  -0.16883835620628654  0.04337586418617673  0.16877393310631636  -0.026604636161187068  -0.032671624435404924  -0.006514870235656685  0.20843962306185454  0.2671844575838717  -0.11045064623403121  -0.19133265601897553  0.04376246113475938  0.10730202132667407
24	0.05926545422828752  0.025335710128977104  -0.041842203782352615  -0.03786593817450549  -0.015941981129324805  0.4637777664132021  -0.21331441339995408  -0.10509692932906226  -0.050858390542324224  0.07877942243865364  0.19214849548215615  -0.13840186652486505  0.011378130706922961  -0.09524879270463173  0.03509600321506316  -9.216897044442881e-05  0.06164267885189838  -0.15209155587283135  0.2603852457207381  -0.05987402497919276  -0.17778428018255624  0.06103454832247138  0.04050772145518559  -0.012111518035923263  -0.1072794905304333  0.1528871754932636  -0.22636098117390102  0.22281447054951894  0.10671934967134904  0.018338920698519213  -0.2789602880800003  0.06945145774095367  -0.20469030945275907  -0.16849599517738073  0.043054830046147206  0.16879955583948109  -0.02664977655353112  -0.03292032735458374  -0.006344838781136566  0.20875113792683483  0.2674088832294427  -0.11035115208243897  -0.19158247896911482  0.043741616017729475  0.10743955460213696
25	0.059049243320204975  0.02536296843632784  -0.04193201373007023  -0.037584322758356735  -0.016055617872072183  0.4649472863791799  -0.2140546842722455  -0.10598999707318547  -0.05040288388536335  0.07810690571794388  0.1916722288170657  -0.1384208747864526  0.011437039504692893  -0.09765785611778062  0.036759074781940466  0.0026881390937074224  0.05969698126975009  -0.15165106129931166  0.2604189391941568  -0.05986387092058107  -0.17730172156255733  0.06065845820570329  0.03947457676854377  -0.011292141435474487  -0.10714126190410612  0.15287572746969635  -0.22563959359127903  0.22228582577567593  0.10553786249576227  0.019224708540066776  -0.27833731478853607  0.06975213592330871  -0.2041348197387552  -0.16831798797446154  0.04324734154833137  0.16888890244727509  -0.02672486477517446  -0.03284811833163252  -0.006453254516393626  0.20861673291098776  0.2675124882518269  -0.11091656716707093  -0.1916237972450678  0.04402832762547979  0.10764245493038754
26	0.05918168319413908  0.025291813147562722  -0.041821382065836396  -0.03776476365206967  -0.01599532091211542  0.4643327426989502  -0.21371493905007288  -0.10544557656572762  -0.050670222842347554  0.0782904788620642  0.19211483336979368  -0.13931944385208667  0.011566249989996964  -0.09601327367584545  0.036059730590044144  0.0016386773880549465  0.060183499781171795  -0.15215580706850196  0.26125110876502244  -0.06002890813773876  -0.1781818175691027  0.060959256586115416  0.039730420364669776  -0.011337842492229454  -0.106739953411328  0.152809142783003  -0.22588943744529763  0.2222761084485368  0.10603186240376944  0.018883436396297613  -0.27851072277866223  0.06940594660112805  -0.2038792082682053  -0.16874896397170802  0.04372366577610139  0.16895795693610133  -0.026740131196304612  -0.0326001236162566  -0.006655184141774145  0.20820056872720052  0.2673302962245528  -0.11078102227205318  -0.19124265401052584  0.043883484479850576  0.10718183998820083
27	0.05940854006107162  0.025208886307222518  -0.041739387374771335  -0.037874694558206315  -0.01595385034223881  0.4633675672617868  -0.21319213275533352  -0.10486174585310534  -0.05091198422560036  0.07858096774525627  0.19259401394941922  -0.14019966629503602  0.011720234393365834  -0.09383143669002589  0.03501592191488456  0.0004190957931690635  0.06073454690887012  -0.15265286606406123  0.26209743318080214  -0.06021034944404419  -0.1791889952098513  0.06132796943963549  0.04005594043095878  -0.01142130226469549  -0.10663263649110091  0.15282010499383122  -0.22614726874060656  0.22238617884430234  0.10666180845929725  0.01841100422851896  -0.27891544820650427  0.06892934741192656  -0.20379470304568995  -0.16930509994009238  0.044286266075132155  0.16903483613018777  -0.02671149080407988  -0.03233857347729795  -0.0068733327129565265  0.2078211129628711  0.2670594589448224  -0.11065212281148085  -0.19092467883857678  0.043721818240759276  0.10681218387601277
28	0.05887894912806462  0.025201390422585776  -0.04188710257069998  -0.03750903458745438  -0.016074133224277126  0.46522119793905375  -0.21437751267624244  -0.10655831402147985  -0.04994961828019445  0.07768673068115714  0.19161924808844571  -0.1397591373024825  0.011757410002465468  -0.0977055502468694  0.03766142797830855  0.005076759830328448  0.057410684906415335  -0.15174068553975378  0.2617412762116602  -0.06013724342608861  -0.17806680234590244  0.060627216073211254  0.0382875556768767  -0.010089007712400977  -0.10621859775499315  0.15268258534440393  -0.2255781147811739  0.22175046778435248  0.10511646783125636  0.019766033343188764  -0.2775886957973965  0.07001232488919447  -0.20324442459505904  -0.16932713154937865  0.04447783072589443  0.16878751023080538  -0.02673266884000809  -0.03215738165560215  -0.006960385019722719  0.20791616442921812  0.2671217893610109  -0.11165375408362  -0.19125585503203493  0.04426084179722167  0.10745028012964129
29	0.05891530332869826  0.0251970331564329  -0.04184971867586463  -0.03752058260169372  -0.016057849137842254  0.4644880281042863  -0.21393608726206728  -0.10628838214314798  -0.05003804543281119  0.077863576612497  0.19176149944053414  -0.14031186613370106  0.01190536958568495  -0.09556469498273923  0.03641128200956144  0.004067617626470233  0.05788617091267322  -0.15190072969567428  0.2622063927553346  -0.060255300461383485  -0.1791493348502204  0.06119165570467474  0.03873977659908717  -0.010278425137726603  -0.10646758186583388  0.1527128443804561  -0.22587675075134742  0.22203950823287297  0.10556301621906382  0.01940004820077286  -0.2781452596086152  0.0693078717519336  -0.2032616683191131  -0.16930900878606123  0.04459689363135953  0.16901174398168775  -0.026759487244330454  -0.03217780959707383  -0.007024212450957011  0.20764656139648133  0.2667618340254976  -0.1115242925975311  -0.19116174206461098  0.04416683841269325  0.10748823245558439
30	-0.058898699678640476  -0.025202461335414462  0.04183786044303187  0.03767994957177744  0.015996885107329783  -0.46510211797043055  0.21421420516046347  0.10651470144627162  0.04996792535963243  -0.07789739767462465  -0.19142397435648503  0.1395976032596847  -0.011610222889275889  0.096587195111515  -0.03677131336837443  -0.004781791685080304  -0.05742569692858487  0.15166034548243823  -0.26165981066989574  0.06007549162942235  0.1787902711112858  -0.06114060228840738  -0.03852460399073971  0.01013664858849601  0.10651074374831207  -0.15274073105875244  0.22563016048500573  -0.2219459025448521  -0.10499451289935849  -0.019817539509476834  0.2781297132997154  -0.06913914485975006  0.20311434066574272  0.16891569418100316  -0.044438359037692006  -0.1692133267907419  0.026892807363546437  0.032340302353616235  0.006983784581243942  -0.2078011272386242  -0.26707677886382936  0.11161581301969127  0.19132408262372186  -0.04421939761842148  -0.10760201432208867
